Case_ID,hsa-mir-1248,hsa-mir-508,hsa-mir-222,hsa-mir-548e,hsa-mir-2110,hsa-mir-450b,hsa-mir-520a,hsa-mir-548k,hsa-mir-522,hsa-mir-381,hsa-mir-411,hsa-mir-1914,hsa-mir-421,hsa-mir-449a,hsa-mir-129-2,hsa-mir-206,hsa-mir-4787,hsa-mir-579,hsa-mir-577,hsa-mir-632,hsa-mir-655,hsa-mir-3622a,hsa-mir-937,hsa-mir-607,hsa-mir-942,hsa-mir-3176,hsa-mir-4423,hsa-mir-1258,hsa-mir-190b,hsa-mir-4443,hsa-mir-1262,hsa-mir-4726,hsa-mir-548o,hsa-mir-449b,hsa-mir-1255a,hsa-mir-5193,hsa-mir-4286,hsa-mir-30d,hsa-mir-3615,hsa-mir-3064,hsa-mir-217,hsa-mir-3944,hsa-mir-374c,hsa-mir-585,hsa-mir-543,hsa-mir-377,hsa-mir-376b,hsa-mir-23a,hsa-mir-452,hsa-mir-4461,hsa-mir-4676,hsa-mir-27a,hsa-mir-4484,hsa-mir-4707,hsa-mir-3140,hsa-mir-3609,hsa-mir-765,hsa-mir-5690,hsa-mir-5187,hsa-mir-191,hsa-mir-4424,hsa-let-7g,hsa-mir-1305,hsa-mir-20b,hsa-mir-4449,hsa-mir-1269b,hsa-mir-346,hsa-mir-3173,hsa-mir-188,hsa-mir-548q,hsa-mir-499a,hsa-mir-449c,hsa-mir-5001,hsa-mir-372,hsa-mir-4745,hsa-mir-1179,hsa-mir-24-2,hsa-mir-184,hsa-mir-1304,hsa-mir-1291,hsa-mir-2355,hsa-mir-2114,hsa-mir-1185-2,hsa-mir-597,hsa-mir-3188,hsa-mir-3136,hsa-mir-383,hsa-mir-412,hsa-mir-137,hsa-mir-221,hsa-mir-5680,hsa-mir-378a,hsa-mir-363,hsa-mir-30b,hsa-mir-570,hsa-mir-5010,hsa-mir-3117,hsa-mir-212,hsa-mir-24-1,hsa-mir-376c
TCGA-A8-A0A7,0.0,0.35461155309197134,0.44900674323233525,0.3019067373867762,0.18778355483113712,0.27688473806132047,0.11875590618997141,0.0,0.0,0.39831222790362375,0.3290127966255514,0.0,0.0,0.09634519275804374,0.0,0.0,0.0,0.2623503083273778,0.38602089612676765,0.37099892902605264,0.3576252074839458,0.2983237152640438,0.3208942796647292,0.0,0.3062669676563822,0.0,0.0,0.24105654294814927,0.11847588546509681,0.0,0.0,0.0,0.9072701919669485,0.0,0.0,0.0,0.0,0.5773562653892184,0.3343027159978123,0.34897209379390765,0.32337491568306187,0.0,0.0,0.0,0.19048394728465026,0.4670693216629345,0.0,0.4772198263481826,0.24383501559822504,0.0,0.5330333528653817,0.34310803324712946,0.0,0.44913415632546455,0.54628425368916,0.15290086667163513,0.0,0.0,0.3226174474042016,0.5725767676818343,0.0,0.5529595494722788,0.0,0.5645941582999379,0.0,0.0,0.0,0.0,0.2816114231824171,0.643685325004327,0.0,0.0,0.0,0.1604784427564968,0.0,0.21320404970405138,0.33410459673070236,0.48564759021696924,0.0,0.0,0.5318083224534796,0.18196751667346325,0.0,0.0,0.0,0.26564756412218404,0.0,0.15352602386222022,0.0,0.46183208891607613,0.27914937854522787,0.423638884512882,0.3752416642654709,0.4981156130105996,0.38062587515338675,0.344415926179866,0.0,0.3724865945468534,0.3751380019035311,0.5865703750349921
TCGA-E2-A15C,0.0956920860212401,0.27826360350987805,0.37620571423582805,0.08527321888118117,0.09745953387057672,0.47468270827012476,0.08580161581330505,0.0,0.05996691395323987,0.5925959101274486,0.46512229795964205,0.0,0.32189877485080526,0.14009040828442465,0.09469665344782446,0.0,0.0694725321808045,0.13615962688202718,0.08288851068142718,0.10478823080716078,0.4548080598902834,0.0,0.2985176972809869,0.0,0.24368514449749476,0.0,0.0,0.18271895856799864,0.512405559358978,0.0,0.0,0.06378544576794828,0.16138428097539165,0.0,0.07172988687437788,0.10406580163079528,0.17314861857480612,0.5525762764958053,0.12041919589578716,0.09856677593580393,0.40636597658826973,0.0,0.0662813630690069,0.0,0.20194305587563807,0.4047503553468778,0.285717262912274,0.4579888957060616,0.20072014009875214,0.057817899923784395,0.38511872314857165,0.43251289278026683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5011886767813403,0.0,0.4932247399742462,0.10191573598039579,0.42621401201581505,0.07401435298338523,0.0,0.0,0.0,0.34389920579585537,0.1818081970770302,0.32555071541024416,0.0,0.16442063482930463,0.08328819976482228,0.17305381083718005,0.06021924437372336,0.4717156178645632,0.3275656261726165,0.050847009620921944,0.1452797997345256,0.454264439422539,0.16396609000835907,0.0,0.0,0.0,0.07503185611794769,0.03224670003986955,0.4420851832817187,0.08359166461226075,0.4862587238256045,0.0,0.19563624335114738,0.3801359802499354,0.6532145009726088,0.06770533599157005,0.0,0.18825881471684042,0.29637361910138793,0.4890714620721288,0.4239025945341703
TCGA-AR-A0TZ,0.11372422224686819,0.18875684136359544,0.24225543656008885,0.4213541698852536,0.2620788941275263,0.46664437372205775,0.0,0.0,0.0,0.43022192879897037,0.4210752431161312,0.0,0.5280682242914767,0.134463540192523,0.05166185881629387,0.0,0.0,0.1289665695371006,0.0,0.18237622621248203,0.11071550078902605,0.0,0.33913059814103447,0.24191943847979172,0.23490690547493637,0.0,0.0,0.2118742373580309,0.6089401622211772,0.0,0.27868723831952535,0.0,0.0,0.0,0.0,0.0,0.0,0.42671623261950287,0.23261084857361827,0.2996455974106687,0.09724148771362819,0.0,0.7373299878103126,0.0,0.0,0.2308414750343809,0.11669496007696492,0.5325586234354103,0.07262713859902267,0.10062781205873911,0.0,0.3878250312417688,0.5131575111115045,0.0,0.0,0.0,0.0,0.0,0.0,0.390636332495244,0.0,0.21604396974417117,0.4155691381492734,0.1451570255247146,0.0,0.0,0.20412440103633167,0.0,0.08718275192318846,0.0,0.2322500979105836,0.0,0.15573460151605872,0.0,0.0,0.0,0.3773038142511569,0.21347365473291938,0.0,0.0,0.5311657801029224,0.1562467779304926,0.0,0.0,0.0,0.0,0.0,0.394106276438946,0.0,0.3490584384858751,0.0,0.2765227507695518,0.0469301387037318,0.481339952368088,0.0,0.0,0.0,0.2564866466552973,0.3891890354387313,0.41030396229546395
TCGA-LL-A6FR,0.21072086975522336,0.200845142582803,0.6190161536191054,0.0,0.298764734429416,0.3986292940889233,0.0,0.0,0.0,0.6822600867191884,0.5025045238872621,0.0,0.24134337524592056,0.03101974216772074,0.06154062711824511,0.04059275101156132,0.14403257824667698,0.08446751403959245,0.2597816953000853,0.0,0.7185198153288437,0.0,0.1615583000189094,0.15844674817347654,0.22439485870140516,0.0,0.0,0.048877816286991116,0.2022796080093696,0.21097393792652713,0.1900585178845787,0.07270928544511746,0.0,0.0,0.08176518572385427,0.21575240236215487,0.1973728047332936,0.39457803250340784,0.3495924251486729,0.28224520637683964,0.23396958000641777,0.0,0.0,0.0880168255954635,0.22347815540781166,0.6227410442010174,0.47698514460857866,0.4775879488922472,0.41041621084724356,0.11986983824280377,0.17161787422236902,0.6790398031018658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2392477008107834,0.15650300784383633,0.44886193390419815,0.21129482050490075,0.1834951029419303,0.04591528739405403,0.02791368500587963,0.0,0.10843750718690286,0.5008519705647794,0.20724389299758536,0.08708569808315064,0.0,0.18551413481633217,0.0,0.0,0.0,0.6305374094628875,0.34758483783266814,0.3073602527490823,0.06474006299681316,0.6513958294323576,0.10655683847160133,0.0,0.0,0.0,0.15555833864204144,0.0,0.5346937277871754,0.0,0.8169191985472299,0.0,0.3690346333617842,0.13982002789681788,0.5093010953095994,0.1403687730647857,0.11088973847804373,0.26007457287014074,0.2119803519782642,0.6352161821303921,0.5873423916744992
TCGA-A8-A09G,0.0,0.0,0.3785675259449801,0.0,0.31131086871920444,0.37122998957395764,0.0,0.0,0.0,0.3987769254273271,0.27193498634137087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28879681909385707,0.17532046317814304,0.0,0.0,0.0,0.3172697525677236,0.0,0.0,0.0,0.23168448001536107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4250696556324747,0.2763071997233322,0.4478630900958194,0.21940189445333017,0.0,0.18267172441111745,0.0,0.244462897640562,0.15602410341639733,0.0,0.269707584568895,0.19399814800243145,0.0,0.0,0.2180495568034635,0.0,0.0,0.0,0.29900395046342176,0.0,0.3828416071196759,0.0,0.673032991916269,0.0,0.4347341859767637,0.0,0.5675526117202683,0.0,0.0,0.0,0.2621749181313486,0.3468182828388471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14708937899872732,0.6123123966684081,0.0,0.15652536798686087,0.5274812574164428,0.0,0.0,0.0,0.0,0.0,0.0,0.5743645484502482,0.0,0.25975781306013207,0.3582541569854776,0.4952120471431871,0.4595926548480604,0.4302942530446442,0.18659619996857596,0.2681038033913709,0.0,0.2649951821347088,0.16955370973487494,0.23627622888742253
TCGA-BH-A0BT,0.17687442059399175,0.06949195670025647,0.4261122432899278,0.0,0.2507764862469721,0.7574488295122979,0.2604044570557406,0.0,0.3018531000424706,0.42789680988737944,0.4285278714122483,0.28971237613747586,0.20778711476436398,0.3895863538189555,0.0,0.0,0.0,0.0,0.0,0.0,0.4112972598158111,0.0,0.18390004502081203,0.0,0.13275493931908708,0.0,0.0,0.2431018559959014,0.5663108926151598,0.0,0.19173227597378395,0.13340653078925824,0.33753337912179976,0.27797586265719226,0.0,0.49203663381799334,0.362138356750727,0.3473691781812802,0.0,0.35249310445437765,0.29525026602634585,0.0,0.0,0.0,0.19240586603106372,0.5687068454573607,0.5570218644648015,0.38319373899573383,0.506733980389999,0.0,0.0,0.47918806711583906,0.0,0.0,0.0,0.0,0.7270875440238561,0.0,0.0,0.7790982891149405,0.0,0.6450498504402877,0.0,0.2727019659905796,0.08424507494377859,0.05121585029176766,0.0,0.0,0.2840008356878264,0.8596127823785318,0.1597842805291114,0.0,0.1871478726107062,0.16209761608803244,0.19697437963900596,0.0,0.5461862109835107,0.2090989701789458,0.0,0.20310700887067504,0.29878733399380364,0.0,0.0,0.0,0.0,0.15692826949567235,0.0,0.1550750496333115,0.0,0.4131664132507626,0.0,0.10564507217468677,0.26055492096964433,0.6393743412297533,0.14160493638966062,0.2034597812359238,0.0,0.2559681116365559,0.569368326648821,0.43199743621269554
TCGA-B6-A0X5,0.28735237560226656,0.1306692612808685,0.32495555694656186,0.19884125388961416,0.12367765564183765,0.09518187220196017,0.0,0.23843656704372063,0.0,0.29702006293667677,0.23875154060343992,0.0,0.22850353834079282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14833599464110567,0.0,0.15296315121567927,0.3241222798449789,0.30841714197768694,0.0,0.0,0.0,0.4775485880078518,0.0,0.0,0.0,0.0,0.0,0.28209444689008406,0.0,0.0,0.690417163659444,0.18513550603575515,0.0,0.5265209229552921,0.0,0.34156188572924223,0.7916726508164477,0.2772529691136221,0.22264153587398752,0.15634723999131706,0.3350863691628332,0.0,0.6363250978886681,0.0,0.3274687011810842,0.0,0.0,0.35979271918183586,0.10070328444127104,0.0,0.0,0.0,0.6664668882188707,0.0,0.4596285586604143,0.0,0.14084011442243502,0.09392535852868603,0.4748342747105094,0.0,0.4902179563724705,0.1970013705676755,0.0,0.17814448911061528,0.0,0.0,0.0,0.0,0.2368261707075449,0.34055872115592356,0.04687358075839467,0.0,0.3957348820875436,0.4920369773202351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3725070151582531,0.0,0.5203482826102235,0.0628767313849617,0.7390018648929441,0.47176139013291857,0.0,0.0,0.10527734870819423,0.33389469658468673,0.26796821367275797
TCGA-C8-A27B,0.5717416129602445,0.10199294296270421,0.5046649714408881,0.26176027337542757,0.3687254927675383,0.5864764123837833,0.05901810166059371,0.1799157527725768,0.4448089868647236,0.4116061715383369,0.1906006583116255,0.0,0.37040436536059623,0.04788065337658042,0.05222813011744436,0.0,0.21325744769960633,0.6775395754772853,0.5492909456827558,0.18437527203240683,0.2617031180602082,0.25865370855188374,0.5521970195111056,0.0,0.5865661968961018,0.0,0.0,0.0,0.058878939810560874,0.31237213192345514,0.1612983400856748,0.19579999372201934,0.0,0.0,0.0,0.0,0.0,0.7471276490639938,0.41300993546365766,0.0,0.1520292349650733,0.23499391072135076,0.20346162539981383,0.0,0.0,0.0,0.20581994672162118,0.8304515198408162,0.9260486084627185,0.23785840276810533,0.0,0.6798900081220642,0.22143119999790198,0.38940992360624643,0.0,0.0,0.6389458073498855,0.2586398789002651,0.3748727636445103,0.4729191602380145,0.0,0.7167336703326757,0.31284723693447586,0.5201612657449312,0.0,0.0,0.0,0.39135188390665565,0.6672790210158842,0.3198921819329752,0.0,0.0,0.6220641243687498,0.1864716177799373,0.16570835720701207,0.0,0.7069906067005642,0.06170571284072675,0.4258230939098614,0.23364743689993742,0.6227078874071557,0.0,0.0,0.0,0.49669538249361933,0.23032271359037604,0.0,0.3014585534507702,0.3991179175640794,0.5459906882364003,0.138728817201894,0.6645636611733123,0.5602809911768928,0.7290159948198592,0.6190648335741521,0.0,0.0,0.6285205620869082,0.6989484182081875,0.15962333792876177
TCGA-GM-A2D9,0.10448745265495668,0.16879380319636722,0.2198045427427049,0.34639244140671505,0.21545330381500272,0.45610632675671997,0.0,0.0,0.0,0.7272641029842332,0.6498999980920855,0.0,0.26705207059146235,0.030131862691812502,0.03286778133480317,0.011419548621778717,0.07692530135911138,0.08204979658432657,0.015153818300536331,0.061116794407363624,0.3772465486485765,0.0,0.14674638393043674,0.220040802548485,0.18858540032804716,0.09063062652205069,0.14771528325800448,0.2076983269736822,0.6683741987044762,0.20541907593776887,0.10150695726002938,0.0,0.2554755854317648,0.0,0.0,0.06069544407912815,0.10098737655786721,0.2597667552764018,0.31352466172422566,0.0,0.314446301566723,0.14788445336318612,0.0,0.0,0.08516995260744395,0.4454426083567627,0.23242685233891547,0.42069903329060176,0.3662910507041014,0.13994095810361515,0.23833202770567444,0.5694816821091095,0.25404357502943276,0.07398846127542469,0.0,0.0,0.0,0.0,0.14425001737647522,0.4476924417978243,0.0,0.5395303162831675,0.0,0.2651425081591662,0.044601052056855404,0.02711471034388265,0.0,0.055482919169527134,0.2426410863456495,0.0,0.044558095007120144,0.0,0.18062961957242796,0.09149895239129005,0.1042822333057333,0.0,0.4883314486512831,0.7828208312255174,0.056301698175034935,0.033124771819875616,0.3077554481248155,0.10375123822786747,0.0,0.0,0.0,0.0437616561424962,0.018807598157463638,0.43519934109104785,0.0,0.4832179142184631,0.0,0.5506983132070211,0.2926551276433163,0.43152817354368944,0.03948852908580164,0.05673762295275637,0.2429484404533979,0.3728021199448801,0.5037251920986547,0.5941053309963771
TCGA-AR-A2LE,0.13465734381914315,0.08817929538811795,0.3508032051913361,0.30694960229336615,0.14076185702693794,0.4568397697762507,0.0,0.0,0.0,0.6070172273913851,0.5274958880711818,0.0,0.3312283452538658,0.0,0.1305684547792384,0.0,0.0,0.0,0.0,0.0,0.09513469093080087,0.0,0.17108675298013826,0.20787451482321334,0.26691477573628586,0.0,0.0,0.18861119478942515,0.19076503296861266,0.36629890557883377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3269906648211407,0.5073027646527025,0.35480110953699784,0.1904974894268955,0.0,0.17590533467435404,0.0,0.14278606120605178,0.38155616528372227,0.24135194380559521,0.3443738455208898,0.35505959765558937,0.3296030863542006,0.2251543988766952,0.5286529448771118,0.0,0.0,0.0,0.06458564466578912,0.34035295268264365,0.0,0.1362742819880764,0.457505467039359,0.0,0.42091539913599085,0.15241490677215275,0.08257095521470978,0.06023864926251054,0.0,0.0,0.0,0.22034277245986655,0.27189402246223293,0.0,0.0,0.3935984252506025,0.1202940461719816,0.0,0.09005783482617488,0.5126905849872607,0.20757768613370942,0.0,0.15072747207875747,0.5696165566299525,0.0,0.0,0.0,0.1805594142344733,0.0,0.1838290887750986,0.5453995947930013,0.06803341193805677,0.620496382917789,0.0,0.7006420654372094,0.21539510296669584,0.3903315514507396,0.0,0.42790467441151375,0.0,0.4060019445719026,0.5279826014788416,0.32481044868012776
