index,hsa-mir-1296,hsa-mir-597,hsa-mir-145,hsa-mir-31,hsa-mir-378f,hsa-mir-1291,hsa-mir-132,hsa-mir-3662,hsa-mir-1260b,hsa-mir-4518,hsa-mir-1294,hsa-mir-338,hsa-mir-107,hsa-mir-3177,hsa-mir-34c,hsa-mir-3200,hsa-mir-4437,hsa-mir-3934,hsa-mir-4799,hsa-mir-1304,hsa-mir-4458,hsa-mir-5680,hsa-mir-3619,hsa-mir-340,hsa-mir-187,hsa-mir-4424,hsa-mir-1909,hsa-mir-26b,hsa-mir-362,hsa-mir-100,hsa-mir-579,hsa-mir-3181,hsa-mir-1295a,hsa-mir-4651,hsa-mir-466,hsa-mir-20b,hsa-mir-4454,hsa-mir-4632,hsa-let-7f-1,hsa-mir-3194,hsa-mir-301b,hsa-mir-410,hsa-mir-34b,hsa-mir-202,hsa-mir-1255a,hsa-mir-196b,hsa-mir-330,hsa-mir-639,hsa-let-7f-2,hsa-mir-23b,hsa-mir-3653,hsa-mir-4449,hsa-mir-378c,hsa-mir-548b,hsa-mir-874,hsa-mir-215,hsa-mir-4420,hsa-mir-449a,hsa-mir-1226,hsa-mir-3916,hsa-mir-582,hsa-mir-2277,hsa-mir-378a,hsa-mir-3679,hsa-mir-4443,hsa-mir-1248,hsa-mir-509-3,hsa-mir-491,hsa-mir-4484,hsa-mir-363,hsa-mir-147b,hsa-mir-7-1,hsa-mir-138-1,hsa-mir-151a,hsa-mir-190b,hsa-mir-95,hsa-mir-618,hsa-mir-508,hsa-mir-106a,hsa-mir-3174,hsa-mir-214,hsa-mir-374c,hsa-mir-2114,hsa-mir-421,hsa-mir-500a,hsa-mir-3138,hsa-mir-2115,hsa-mir-378i,hsa-mir-375,hsa-mir-135b,hsa-mir-148b,hsa-mir-4791,hsa-mir-188,hsa-mir-548q,hsa-mir-584,hsa-mir-642a,hsa-mir-1287,hsa-mir-429,hsa-mir-3064,hsa-mir-381
TARGET-20-PASFIT-09A,0.2257269309463659,0.0,0.37616868949741755,0.18711275078788958,0.0,0.3848011293180361,0.4307926406835987,0.08932650190890573,0.13580997643934248,0.0,0.17968191349489043,0.7530626410557044,0.5306275044449564,0.22460628630712284,0.4125754908925831,0.2736086896818962,0.0,0.31876041895020646,0.0,0.3151854545606383,0.10153733147628775,0.0,0.0,0.7286846068411541,0.0,0.16075838086660288,0.4886958627683141,0.5007002025825116,0.5012653809775566,0.6969382545998069,0.28061001100750704,0.0,0.0,0.0,0.07534323897882403,0.5205414855642005,0.0,0.10017954036650209,0.7307677553930159,0.13570622304085014,0.45475328548281374,0.08264741148929955,0.2950097151151399,0.11557531501893852,0.1275008292144975,0.24023935829914458,0.3792171896553369,0.0,0.7340437540353864,0.46749088770765757,0.5576528849030802,0.17199971843589448,0.8177902706439367,0.47415128562120307,0.36133202721817814,0.5118078980734582,0.0,0.0,0.2529385673686591,0.23349155103785318,0.22922802002649795,0.3828455586847941,0.6058444352552175,0.0,0.0,0.7363281158255056,0.17579796808439657,0.1223444193450006,0.0,0.34609795748969713,0.0,0.07605756712115297,0.0,0.7865736109147319,0.16441454344548537,0.0,0.0,0.11338860488190533,0.3722592782388036,0.21935104457342325,0.0,0.0,0.0,0.554541338846783,0.46248352275065574,0.0,0.38683098449994263,0.0,0.10360427147816705,0.0,0.7552712335184628,0.48886561566075887,0.1635415521848192,0.0,0.1722669303261969,0.34366832316481816,0.6743365548517033,0.0,0.23743192134730418,0.0963595246425761
TARGET-20-PASHBI-09A,0.15980109083294786,0.0,0.2796956449291238,0.3779780785112315,0.4522258859903483,0.21321058531768003,0.6268156168026233,0.2602042868149747,0.07288597569697763,0.0,0.29659504292409433,0.27826870761548905,0.7639267586900598,0.42764155401008924,0.060828749107364743,0.2593189459860855,0.07678642878436771,0.07154247492343171,0.1503222803855701,0.42989227570379596,0.43506810225110865,0.3897447696568769,0.11112731855378533,0.9595327220983547,0.0,0.0,0.0,0.5401170179503718,0.2533753478539575,0.4476570089895253,0.24546260399239428,0.0,0.09409447143373968,0.0,0.0,0.5355539360167895,0.28384942522366885,0.10004606743708523,0.9058661864592872,0.07283029372221218,0.45440038621306456,0.0,0.0,0.5501905281051936,0.33928971108148065,0.15782041682367978,0.8452667422844777,0.0,0.904461408382808,0.5895987301789976,0.4236118820128087,0.11423136359372867,0.7448073311157845,0.3059640135772148,0.15556256397791127,0.7381113056477241,0.0,0.0,0.344704468819028,0.1319039227271752,0.37444485763637575,0.0,0.6964588042543034,0.2263009654802615,0.18036968695074496,0.2990514359048032,0.0,0.22372533058802,0.16526409055374022,0.500811742581468,0.11037877395468693,0.2541021255312508,0.0,0.82979231488155,0.4854565789671415,0.0,0.06665765652376159,0.1341621066007032,0.36540920614706834,0.30802155353338123,0.0,0.0,0.0,0.8012726481179184,0.38675061017737866,0.0,0.4971453865098874,0.0,0.4542157784505139,0.1362687577886103,0.7108706833514182,0.6270136429986297,0.12990775247028793,0.0,0.35130077060418574,0.07124680228201569,0.7716518711535163,0.27059681797794743,0.28093093459773366,0.0
TARGET-20-PARWDZ-09A,0.5259630029416864,0.07713482404186295,0.411247145568597,0.4499040557604937,0.0,0.36030011406742246,0.2910955361848333,0.2409381458282179,0.0,0.0,0.09225320776769377,0.6254801154617088,0.6025543366129531,0.03614255594928602,0.12927432508771708,0.23145005576784478,0.0,0.1902181412014917,0.04281872871284048,0.13238531554531183,0.0,0.0,0.39086235875968506,0.5888572451144445,0.5237479935815325,0.04573040256212228,0.041262522759922836,0.5866810132818303,0.8293090981647439,0.7535550715135548,0.4988171822825495,0.0843362068683518,0.0,0.07103928108571043,0.04117590863418768,0.6906744975947315,0.2882074994044705,0.3999815662880877,0.4767505498329363,0.5038752706140732,0.660394593746828,0.06671063603183086,0.028779727843738497,0.0,0.4856307269085006,0.7430734081108021,0.4060667598836112,0.16011981567761252,0.4756593682875172,0.5576861991929942,0.27921841194769936,0.10712427689008054,0.5958487464515758,0.6168514759828863,0.4814575700486349,0.40086531677485465,0.0,0.23492292145375837,0.3644372409306409,0.10426464691119412,0.6809829297783283,0.5796681377540012,0.6649402978387622,0.0,0.0,0.16066156909294357,0.05434734216834366,0.3497944902492427,0.23086816341152194,0.5539876863251649,0.40345975255025895,0.535830946973805,0.2371582054235656,0.8354603437553425,0.15647332355545113,0.04987503460744505,0.34753103958224085,0.26175101274202595,0.5864548697124954,0.4302953540429967,0.0,0.12493027103777132,0.09361207723876945,0.6471264566883266,0.8640599583097224,0.233582780568679,0.1817233633519767,0.0,0.211819277692095,0.1387659470777726,0.5232198684947333,0.15691920110821408,0.5070792810743451,0.1603519571018676,0.49766268903972743,0.2156626552571475,0.5765658492286072,0.6997679258549006,0.3622679366186729,0.06507661609044624
TARGET-20-PASCFW-09A,0.5527333758548397,0.2077572694937887,0.600372387485422,0.3641447432809161,0.0,0.3440062876943734,0.4246565460630578,0.5533591021498766,0.25973975615169037,0.0,0.20765301708845887,0.5112132635798917,0.9922917002152061,0.17641433135680892,0.18998327528876333,0.3255644590852157,0.10962492479178344,0.5335682180312992,0.11532925978734333,0.40114422735247207,0.3790724699426714,0.2587210674575503,0.26317870438468605,0.3771811764119199,0.17268007079307682,0.0,0.0,0.5433742267689394,0.6546578933850769,0.20185617067089062,0.5261273152650401,0.0,0.4845051722641761,0.0,0.0,0.8822399510804602,0.0,0.2768379620170126,0.4067593313026563,0.10397690839720891,0.3462202301514036,0.5636686653496661,0.1404758548705895,0.050091931304897926,0.0,0.8557917482429098,0.6121265423996622,0.0,0.4049697480230219,0.7006581673725922,0.47886943136965526,0.1627330405751321,0.36055733859648553,0.08809470495236797,0.6672574087826938,0.05789333834593946,0.0,0.0,0.6760137906540353,0.0,0.22521919073236135,0.598995262643063,0.46228975853419696,0.2237646141465487,0.0,0.29327024935894624,0.19018933478374694,0.40689544015130186,0.0,0.89526682806426,0.0,0.4484869261422255,0.0,0.8949155239232385,0.19000897383390455,0.41467008512204057,0.41902280948229437,0.08905972865946615,0.7509428893594023,0.30456928864154265,0.1416903315254334,0.0,0.0,0.42797405222891177,0.7545466754587473,0.4864135556772991,0.5359292366088808,0.0,0.4866124309653678,0.0,0.5614307790226698,0.0,0.25564675106175266,0.0,0.566299391743145,0.4416042465763763,0.8608819754144361,0.0,0.10290626066448702,0.5141174417666309
TARGET-20-PASPTW-09A,0.3764025684389841,0.0,0.3604727742955124,0.0,0.0,0.6978393127572317,0.7135049154427098,0.0,0.0,0.0,0.0,0.2843685063287804,0.3768958508686997,0.6921292723816312,0.0,0.5382938881504064,0.0,0.0,0.0,0.9206539646529591,0.0,0.0,0.0,0.40739152698146447,0.0,0.0,0.6393159621295444,0.21665840938114433,0.20476458987864743,0.36892976872061384,0.3386714657872299,0.0,0.5059877266211376,0.7207013412676999,0.0,0.2814630069114961,0.4639399774255723,0.4415401560269276,0.569377812969468,0.0,0.0,0.4684339476047934,0.0,0.2881521149968655,0.0,0.3212015629015349,0.6802937005232805,0.0,0.5670149827491695,0.5114116808530398,0.6359093122553063,0.4524870553829224,0.6835096113355403,0.0,0.3854644521193321,0.41161501910450654,0.0,0.0,0.8375862303256422,0.38117542875340915,0.0,0.0,0.8072440853525742,0.0,0.2488609884749913,0.7782535408107457,0.9731360883149787,0.30610836700646404,0.0,0.32692009421740265,0.0,0.5212312580397505,0.0,0.35736530317153725,0.3745650573850003,0.0,0.1369925074079168,0.761696012041812,0.05733762361417627,0.0,0.0,0.0,0.0,0.4310039010660693,0.6028548758407362,0.0,0.17769956283198293,0.0,0.48519284804429885,0.0,0.8679513717028382,0.0,0.0,0.0,0.48573016775708855,0.34893177557108995,0.8292918525411548,0.0,0.7316517523359759,0.6022193307641844
TARGET-20-PAKTCX-04A,0.531932966756001,0.0,0.5209645254618583,0.37002751445455195,0.0,0.45873838031004394,0.2993441774106633,0.41929765926636664,0.0,0.0,0.06751303574430005,0.9137537131058457,0.571172912072353,0.11415198310047792,0.43218445164626207,0.1588565484378024,0.12854884278735199,0.2916219516228119,0.0,0.21432039262490704,0.0,0.0,0.0,0.6283822221554194,0.4191160279116509,0.0,0.5070951502607777,0.43467869739095444,0.6787428140486806,0.45269340170067673,0.18836181976546484,0.26636592261773023,0.1575243907938749,0.0,0.0,0.6485904637226997,0.14443406127043867,0.09000674050920174,0.5877987036495238,0.0,0.4648475066036641,0.19395404781954725,0.2213216155775441,0.0,0.44573638907765495,0.8102336445852144,0.4989292589937411,0.0,0.5906708023822809,0.31946907079759024,0.488133335946702,0.32904770609422324,0.5315252093395951,0.0,0.5317983645379296,0.4210886186006058,0.0,0.0,0.20143833563778693,0.11866775425747353,0.9734871813990942,0.45828183788921373,0.40285915328896715,0.25867082636951866,0.13841115474201623,0.48611033598630693,0.41255650835277324,0.3787571209976258,0.10573848843877275,0.656575473894292,0.0,0.5508647141245462,0.0,0.5795713422334314,0.30477096079017174,0.1575243907938749,0.42039308525499064,0.6279968064902796,0.613327430727058,0.0,0.22323504002745317,0.7049182020358056,0.0,0.6215722790714351,0.7884570116143552,0.2091277253658512,0.6889724669996808,0.1968041963368106,0.3149485193832727,0.4075552037423662,0.5850856872095775,0.29506464402943683,0.32341395126827843,0.0,0.6458131198870166,0.08143787271681865,0.6465143465712866,0.7193668165015739,0.5155137693523956,0.23214007998227273
TARGET-20-PARPWL-09A,0.31662679988726716,0.0,0.22751132010011318,0.0,0.0,0.3985133417195259,0.6536195575319339,0.25760475857188697,0.3916564003366899,0.0,0.0,0.3403844497650418,0.5991631409618039,0.9999999999999999,0.0,0.20941612837124154,0.0,0.3844370323885378,0.0,0.8899730728621857,0.0,0.0,0.0,0.5019771076963413,0.4295495382411373,0.0,0.0,0.3809125590343463,0.44243008631096936,0.3355030069757795,0.0,0.0,0.0,0.0,0.0,0.327924966555396,0.7081152524320372,0.7884816195438036,0.5958478481949561,0.0,0.24945240989686251,0.25454409884751666,0.0,0.3559580860475282,0.0,0.297695935249795,0.593631204147619,0.32360734037715594,0.5911122397653363,0.4063923116625692,0.6108013407693242,0.43552118916516364,0.6833059412294923,0.0,0.37336002416935377,0.33282947669362256,0.0,1.0,0.6483907411033584,0.0,0.36778373578410134,0.408930661485332,0.9486928498785239,0.0,0.7136189713385601,0.7253607807490906,0.0,0.45760265002867473,0.0,0.30776556398667804,0.0,0.5775153309754022,0.0,0.6463107425150756,0.5411778873274845,0.0,0.1368933007621464,0.2825304694736525,0.1348150944110701,0.0,0.0,0.0,0.0,0.6191501933369026,0.7153540126937139,0.375735927803753,0.0,0.6317015010047762,0.36544429385103633,0.0,0.6076040942545216,0.3171387945323319,0.7655814606731526,0.8947552132129165,0.7596989453172586,0.3993342093566186,0.7343520266333936,0.0,0.38732739488053003,0.0
TARGET-20-PAPVZK-09A,0.3233588640549689,0.6213663889899863,0.35575016674135573,0.0,0.4313282152180326,0.12354586952182972,0.381075617278434,0.08485232995057812,0.0,0.0,0.19211925725078174,0.5977827549744589,0.7040204941094208,0.25454095913209396,0.05785905593988043,0.03694408088000232,0.0,0.1266295626613989,0.07657917127909813,0.41833596261137673,0.05165757795621529,0.09479680203616135,0.05661195359390071,0.7316843562158861,0.03179097910938145,0.0,0.0,0.6117895605975865,0.25794530129002213,0.36285832468672846,0.4676440931108055,0.0,0.08919902417862123,0.0,0.0,0.14484760064920552,0.2713483664844989,0.20070086769670661,0.8356783894750319,0.3802842396531827,0.39703042491180607,0.1699635324698919,0.0,0.08756377768054767,0.255436658640888,0.06133224466425949,0.46576563608680943,0.22480968923994143,0.8379516396634688,0.425702107835505,0.25571767298552256,0.2311481340870947,0.8054922075476318,0.0,0.27522665202858587,0.4989044951889332,0.11187777028059542,0.0,0.31132829159278896,0.12546430028161276,0.6995386847699339,0.2813817945475434,0.7693296961063409,0.08198856799100367,0.1455533603271768,0.13360518348334113,0.0,0.3157419157374468,0.329796210906276,0.1778270535916247,0.10463610429783761,0.42288584000275575,0.11878267824635673,0.7022852710208782,0.34248238472886877,0.0,0.024149988898284572,0.08590705193197759,0.29348719471032486,0.2937876646386283,0.0,0.0,0.16271081565475679,0.6884323218495727,0.4315836120852561,0.33311058419744677,0.1866271531798114,0.0,0.26072236154259315,0.0,0.6172565226214786,0.7091139646932458,0.21199339728252736,0.10334327161356544,0.5987505925314588,0.025812630894631077,0.6477306472650626,0.0,0.0,0.09234440501516442
TARGET-20-PANZXI-09A,0.28520825667361654,0.6705108350454485,0.565070401788957,0.0,0.0,0.49435114846847916,0.5855493624354571,0.3461684624179086,0.33582914360228305,0.7552980426786511,0.18581396257268973,0.6140808311369327,0.15676928528281375,0.3141768412809271,0.2959484520586753,0.28141273307866377,0.0,0.5166052721083826,0.0,0.42741951019060787,0.0,0.0,0.0,0.758297011029613,0.154519152484674,0.3975212336292065,0.0,0.3394468014431362,0.4792118926405892,0.744778748408798,0.6591478295370613,0.0,0.6794523123633341,0.617524033709556,0.3660770145744431,0.423400576370802,0.0,0.0,0.561971665285868,0.0,0.5842181631500376,0.18117654847253337,0.0,0.0,0.31528239240075195,0.3421700406507098,0.3289429941377072,0.0,0.5593260331174723,0.49766492026619136,0.8547545522133178,0.2262701459759868,0.6634194349168283,0.0,0.5122714047790105,0.18684357342819766,0.0,0.0,0.5705656192315988,0.0,0.20774475762417471,0.5214488836572503,0.6539573620835109,0.0,0.21323346112511452,0.20005584366916992,0.24590429424062568,0.13033734371783842,0.0,0.23095267867615704,0.0,0.4147679294980613,0.0,0.7139142393204272,0.38620678238567646,0.43354932766047377,0.18395678598041287,0.0,0.3805203588898491,0.542408410476826,0.25233676003721045,0.0,0.0,0.5917484776589279,0.5441280025429129,0.0,0.0,0.0,0.4453977776631632,0.0,0.8374789867763879,0.27193338262644556,0.0,0.0,0.19355685587330118,0.36549547285059636,0.8869124069841481,0.0,0.0,0.09964800995937172
TARGET-20-PAPWIU-09A,0.10910847254006181,0.0,0.238724796832721,0.2792682476358433,0.15094219412455978,0.29943830068255056,0.7724316531841491,0.30758934326527804,0.06365438320544392,0.14316217624020924,0.21481276158670987,0.26288397393132035,0.6918021034997714,0.41415806290734924,0.09588986644635625,0.03403558443902361,0.0,0.20986329027523248,0.07055032330635241,0.3690489185204974,0.29026467578596293,0.08733373475255808,0.0,0.8629567737591488,0.07779600883784599,0.0,0.0,0.5101194513679674,0.27959220811607477,0.49519017441824953,0.3096300168959912,0.0,0.0,0.3109058288992096,0.0,0.1850609814842408,0.0,0.12472133258234831,0.8656342752340067,0.1193450612080846,0.2978551458501299,0.04111492457594162,0.0,0.10292371538770519,0.2389257557306572,0.08017513022978293,0.4805575289569999,0.5055714138045672,0.8679587447605899,0.552432035344572,0.1905608010830951,0.2733732349492033,0.7490369001591607,0.05389013965256851,0.33859269868943,0.6495296971372782,0.0,0.06818345330205655,0.2715893115441058,0.06190608850470601,0.24525110885150886,0.22305146427185948,0.5917656175152155,0.07553385447472143,0.2810912378090938,0.07715659014991881,0.046609671839542545,0.4315666292407979,0.1035003423036926,0.2651537160975978,0.09639841832219673,0.5140914116564961,0.10943127502559195,0.3685829070658374,0.1288479350807873,0.1541901024789789,0.0,0.12019459119458317,0.2688082161019882,0.27308724398655043,0.0,0.0,0.08028411374380798,0.6432516222582744,0.43614433463039237,0.1622074801408164,0.0,0.0,0.34407211341424476,0.22329998147558439,0.5487475167537863,0.8766426807170795,0.22226925725215096,0.178639954723044,0.2986476970206192,0.04461990744343973,0.7063020709062866,0.28718268306080036,0.11811616797434982,0.11519943878070407
